DATE,tavg,tmin,tmax,prcp,wdir,wspd,wpgt,pres
09-06-22,17.3,13.5,21.7,,101,16.5,35.2,1020.9
09-07-22,18.4,14,23.4,,106,13.8,27.8,1014.9
09-08-22,16.5,15.2,18.4,,120,12.3,27.8,1009.9
09-09-22,16.4,12.9,20.6,,187,10.7,27.8,1011
09-10-22,15.6,12.4,19.5,,239,8.9,24.1,1012.3
09-11-22,15.5,12.7,18.9,,324,11.1,29.6,1015.6
09-12-22,15,10.7,20.1,,285,7.1,16.7,1016.9
09-13-22,15.9,11.6,20.9,,232,13.1,35.2,1009.3
09-14-22,14.5,11.8,17.5,,267,10.5,24.1,1005.7
09-15-22,13.9,11.6,16.5,,271,14.9,40.8,1003.5
09-16-22,13,10.2,16.2,,264,20.7,51.8,1004.3
09-17-22,12,9.5,14.3,,269,18.2,42.6,1004.3
09-18-22,10.2,8.7,12.7,,275,18.3,46.3,1006.4
09-19-22,10.4,7.8,13.6,,294,15.2,37,1011.2
09-20-22,10.2,7.7,13.2,,303,12.9,29.6,1019.2
09-21-22,10.6,6.1,15.7,,316,9.9,24.1,1025.3
09-22-22,10.5,6,16,,61,6.1,18.5,1024.8
09-23-22,10.2,4.3,16.7,,161,8.9,22.2,1019.4
09-24-22,11.6,8.6,15.5,,121,8,18.5,1013.9
09-25-22,12.9,9.9,17.4,,140,7.6,22.2,1011.7
09-26-22,12.6,8.7,17.2,,221,13.2,37,1004.6
09-27-22,10.8,8.6,12.2,,198,14.8,31.5,995.7
09-28-22,8.9,7.3,11.5,,221,9,22.2,997.4
09-29-22,9.1,5.2,14.3,,213,8.3,20.4,1003
09-30-22,9.6,4.7,16.1,,173,9.2,24.1,1010.6
10-01-22,9.8,6.7,12,,198,16.7,38.9,1007.5
10-02-22,12.1,10,14.8,,269,19.1,44.5,1012.8
10-03-22,12.2,10,14.9,,296,20.2,48.2,1020.2
10-04-22,12.6,10.2,15.8,,262,13.1,31.5,1021.3
10-05-22,13.1,8.4,18.4,,207,14.8,33.3,1017.7
10-06-22,14,8.3,17.8,,247,17,48.2,1024.4
10-07-22,10.5,4.9,17.8,,200,11.4,27.8,1024.8
10-08-22,11,8,15.1,,244,14.3,38.9,1017.8
10-09-22,9.6,5.9,15,,217,10.7,25.9,1025.3
10-10-22,10,4.8,16,,166,14.2,31.5,1018.1
10-11-22,10.3,6.8,14,,278,11.8,29.6,1023.8
10-12-22,9,4.7,15.2,,177,8.5,22.2,1025.7
10-13-22,9.6,5,15.8,,174,9.7,24.1,1019.6
10-14-22,11.6,8.4,15.8,,197,10,24.1,1014.6
10-15-22,13.8,11.7,16.8,,192,11.4,24.1,1008.7
10-16-22,14.6,11.1,18.6,,212,12,31.5,1015.4
10-17-22,16.1,11.1,22.8,,178,11.9,31.5,1022.2
10-18-22,14.2,10.4,16,,278,10.4,25.9,1025.2
10-19-22,10.2,5.6,13.4,,324,12.1,27.8,1027.3
10-20-22,7.6,3.4,13.1,,118,15.5,38.9,1022.9
10-21-22,11.4,7.9,15.4,,161,12.7,29.6,1012.4
10-22-22,13.4,11,17.4,,239,9.8,24.1,1013
10-23-22,13.1,9.4,17.5,,187,11,25.9,1015.5
10-24-22,15.3,12.6,19.5,,198,15,35.2,1010.3
10-25-22,13.3,9.9,15.8,,239,13.7,35.2,1014.6
10-26-22,11.5,7.2,17.2,,189,9.6,22.2,1018.9
10-27-22,13.4,9.9,19,,205,10.2,22.2,1024.5
10-28-22,15.7,11.5,22.5,,195,13,27.8,1020.7
10-29-22,15.4,13.4,18.9,,235,10,24.1,1020.5
10-30-22,14.8,11.2,21,,196,8.5,20.4,1018.5
10-31-22,12.9,9.7,17.6,,267,9,22.2,1020
11-01-22,12.5,9.1,16.1,,186,11.6,25.9,1016.2
11-02-22,9.5,6.6,13.6,,227,15.1,42.6,1019.6
11-03-22,8.2,4.4,12.6,,160,14.6,31.5,1015.4
11-04-22,9.1,8,10.4,,242,10.7,27.8,1005.9
11-05-22,8.2,4.9,10.8,,266,12.1,27.8,1015.4
11-06-22,6.9,3.8,11.6,,187,15.4,31.5,1016.1
11-07-22,10,6.4,13.3,,205,16.5,37,1012.3
11-08-22,11.6,9,15.3,,193,15.1,31.5,1012.6
11-09-22,11.8,10.1,14.5,,199,15,29.6,1010.9
11-10-22,10.8,9.1,13.2,,242,15,33.3,1021.6
11-11-22,9.7,7.3,13.1,,233,13.4,27.8,1029.9
11-12-22,7.5,4.4,12.5,,214,8,20.4,1032.8
11-13-22,7.5,5.3,10.6,,110,13.4,31.5,1028.7
11-14-22,6.9,4.5,10.7,,122,14.5,29.6,1019.8
11-15-22,7.7,4.8,12.2,,146,10.7,25.9,1012.7
11-16-22,6.4,5,7.1,,96,17.7,38.9,1007.2
11-17-22,3.8,2.7,4.9,,102,23.9,50,1003.7
11-18-22,0.1,-3.3,3.2,,77,17.5,42.6,1007.8
11-19-22,-1.8,-4.4,0.6,,292,11.4,31.5,1013.8
11-20-22,-0.8,-1.7,0.3,,241,11,24.1,1010
11-21-22,-1.2,-2.8,0.8,,194,8.1,24.1,1005.1
11-22-22,-0.1,-2.6,2.1,,118,15.4,33.3,1002.1
11-23-22,2.6,0.1,6,,140,12.2,24.1,1004.8
11-24-22,2.8,0.5,4.9,,164,7.6,20.4,1011.2
11-25-22,4.7,3.5,6,,169,7.6,16.7,1017.6
11-26-22,6.2,5.5,7.1,,274,10.2,25.9,1027.2
11-27-22,5,3.2,7.1,,165,11,27.8,1026.9
11-28-22,3.6,2.9,4.8,,121,17,33.3,1017.8
11-29-22,3.6,2.9,4.2,,105,13.1,27.8,1019.3
11-30-22,2.9,1.4,4.2,,102,12.5,24.1,1025.6
12-01-22,0.7,0.2,1.1,,81,11,24.1,1029
12-02-22,0.3,-0.5,0.7,,75,14.3,29.6,1027.1
12-03-22,-1.3,-1.8,-0.5,,80,14.2,29.6,1024.9
12-04-22,1.1,-0.6,2.4,,71,14.5,27.8,1020.8
12-05-22,2.4,1.7,3.1,,86,9.8,27.8,1018.4
12-06-22,2.3,1.9,2.7,,273,10.9,25.9,1015.7
12-07-22,1.9,0.8,3,,269,15.8,38.9,1010.4
12-08-22,1.2,0.1,2.2,,230,11.3,29.6,1007.3
12-09-22,-0.1,-1.8,0.7,,133,6.5,18.5,1008.5
12-10-22,-1.8,-2.6,-1,,22,9,20.4,1010.7
12-11-22,-2.4,-3.4,-1.5,,333,8.8,24.1,1010.9
12-12-22,-1.6,-2.7,-0.9,,310,13.9,29.6,1011.5
12-13-22,-3.5,-5.9,-2,,242,10.2,24.1,1012.9
12-14-22,-5.7,-7.3,-2.8,,135,10,22.2,1006.9
12-15-22,-6.3,-8.6,-3.1,,197,8.2,18.5,1008.5
12-16-22,-4.8,-6.9,-2.6,,41,7.3,16.7,1015.1
12-17-22,-4,-4.9,-2.6,,275,6.1,14.8,1026.6
12-18-22,-4.5,-6,-2,,158,12.7,31.5,1033.2
12-19-22,-0.8,-4.9,4.3,,173,18.6,35.2,1023.7
12-20-22,5.6,4.1,7.3,,197,16.7,31.5,1016.3
12-21-22,6.2,5.5,6.9,,210,12.2,29.6,1011
12-22-22,6.1,5.1,7.2,,217,11.4,24.1,1005.3
12-23-22,5.2,4.7,6.2,,216,8.6,22.2,1004.2
12-24-22,4.9,4,5.5,,342,9.1,25.9,1009.6
12-25-22,5.7,3.9,7.7,,179,12.3,29.6,1016.6
12-26-22,8.7,6.8,10.1,,243,17,38.9,1011.2
12-27-22,4.4,2.7,6.5,,253,18.6,46.3,1020.8
12-28-22,5.4,2.8,7.6,,207,19.1,40.8,1014.3
12-29-22,9.4,7.6,11.5,,215,20.5,44.5,1005.8
12-30-22,7.3,6.1,8.9,,206,18.7,42.6,1011.1
12-31-22,12.7,8.1,15.6,,217,23.9,50,1008.3
01-01-23,13.9,11.1,15.5,,224,21.1,50,1014.9
01-02-23,12.1,10.1,14.6,,221,17.4,38.9,1016.1
01-03-23,6.2,3.1,9.7,,252,13.1,33.3,1026.6
01-04-23,6.4,3.5,9.5,,214,22.3,50,1016
01-05-23,7.9,4.6,9.2,,285,23.3,59.3,1012.8
01-06-23,6.2,4.1,8.7,,207,12.6,33.3,1018.3
01-07-23,7,5.2,9.7,,190,12.2,29.6,1016.2
01-08-23,6.7,5.2,8.4,,179,14.9,29.6,1006.2
01-09-23,5.7,4,7.6,,196,12.1,25.9,1000.3
01-10-23,5.1,3.8,6.8,,244,14.1,27.8,1014.8
01-11-23,6.2,3.7,8.1,,206,17.8,37,1011.5
01-12-23,8,6.2,9.5,,213,23.7,53.7,1008
01-13-23,9.2,7,10.5,,226,20.7,42.6,1005.4
01-14-23,7.5,6.7,8.6,,214,22.1,50,1008.9
01-15-23,7.4,4.3,9.8,,227,21.6,48.2,998.7
01-16-23,4.4,2.7,6.7,,169,18.8,42.6,993.2
01-17-23,2.9,-0.5,5,,206,16.8,42.6,985.4
01-18-23,-0.5,-1.5,0.8,,8,7.4,18.5,995.5
01-19-23,-0.8,-3.3,2.3,,198,12.9,29.6,1005
01-20-23,-0.7,-2.2,1.5,,275,7.2,18.5,1016
01-21-23,0.7,-1,2.1,,11,18.5,48.2,1026.4
01-22-23,1.6,1.2,1.9,,51,14.9,37,1030.1
01-23-23,1.6,0.5,2.4,,64,10.1,22.2,1037.5
01-24-23,0,-1.1,1.5,,58,6.5,16.7,1040.3
01-25-23,-0.1,-1.1,1.2,,199,5.4,14.8,1033.2
01-26-23,-0.2,-0.8,0.1,,288,6.6,14.8,1022.7
01-27-23,0.6,-0.7,1.9,,14,12.1,31.5,1024.7
01-28-23,-0.6,-1.6,0.9,,326,9,20.4,1028.1
01-29-23,1.2,-1.4,2.8,,246,15.5,38.9,1023.2
01-30-23,3.5,2.7,4.5,,266,26.2,63,1007.9
01-31-23,3.6,2.4,4.5,,273,24.7,57.4,1013.7
